,Carbohydrates,Energy (kCal),Fat,Protein,barcode,ingredients,name
4682,15.6,352.0,27.4,3.8,8854404004797,"['pâte de tom kha soupe', 'galanga', 'pâte de tamarin', 'tamarin', 'eau', '18', 'citronnelle 13', 'échalote 12', 'huile de soja', 'sel', 'sucre', 'huile de pâte de tom yam', 'citronnelle', 'huile de soja', 'échalote', 'sucre', 'sel', 'galanga', 'feuilles de citronnier', 'citric acid', 'e330', 'piment rouge', '4', 'racines de coriandre 3', 'feuilles de citronnier 2', 'huile de pâte de tom yam', 'huile de pâte piment', 'huile de soja', '2', 'piment rouge 1', 'acide citrique', 'e330', 'crème de coco poudre', 'noix de coco 85', 'sirop de glucose', 'protéine de lait', 'antioxidant', 'e340ii', 'anti caking agent', 'e551', 'sauce poisson', 'anchois', 'sel', 'sucre', 'epices sèches thai', 'feuille de citronnier', 'basilique']",Blue Elephant : Royal Thai Cuisine : Tom Kha Suppen
4683,61.0,509.0,26.0,6.0,7610062000103,"['farine de froment', 'sucre', 'pâte de cacao', 'graisse/huile végétale non hydrogénée', 'palme', 'coco', 'beurre de cacao', 'sucre brut', 'beurre concentré', 'sérum de lait', 'sirop de glucose', 'oeuf en poudre', 'poudres à lever', 'carbonate de sodium et diphosphates', 'maltodextrine', 'arômes naturels', 'beurre', 'émulsifiant', 'lécithines', 'soja', 'noisettes', 'sel de cuisine', 'cacao maigre en poudre', 'lait écrémé en poudre', 'lait entier en poudre', 'sirop de sucre inverti', ""blanc d'oeuf en poudre"", 'sucre caramélisé']",Wernli : Choco Petit Beurre : dark
4684,75.0,374.0,3.5,8.0,7617027867627,"['épeautre', 'sucre de canne brut', 'sirop de glucose de blé', 'miel']",Dinkelpops
4685,70.2,352.0,1.5,13.0,8001250120243,['pâte alimentaires de semoule de blé dur'],De Cecco Rigatone n°24
4688,64.0,380.0,6.0,12.0,7613356111189,"[""flocons d'avoine"", 'flocons de fruits', 'farines de céréales', 'froment', 'seigle', 'orge', 'pommes', 'pulpe de datte', 'purée de bananes', 'baies lyophilisées 4', 'faises', 'pologne', 'framboises', 'bulgarie', 'pologne', 'serbie', 'monténégro']",Naturaplan : Porridge : Beeren : ohne Zuckerzusatz
4689,61.0,385.0,7.0,14.0,7613356111165,"[""flocons d'avoine"", 'flocons de fruits', 'farines de céréales', 'froment', 'seigle', 'orge', 'pommes', 'pulpe de datte', 'purée de bananes']",Naturaplan : Porridge : nature : ohne Zuckerzusatz
4690,12.0,50.0,0.0,0.5,7616800836430,"['eau', 'jus de fruits à partir de jus de fruits concentré et pulpe de fruits', 'guave', 'litchi', 'pomme', 'poire', 'sucre de carine', 'acidifiant', 'acide citrique', 'jus de concentré de carotte', 'arôme']",SARASAY Guave-Litchi
4692,1.0,118.0,4.0,20.0,2183838005152,"['viande de porc', 'sel nitrité pour saumure', 'sel de cuisine', 'conservateur', 'e250', 'mélange de condiments', 'maltodextrine', 'glucose', 'stabilisant', 'e451', 'antioxydant', 'e301', 'arôme']",Terrasuisse : Hinterschinken
4693,65.0,371.0,5.0,11.0,7613356111202,"[""flocons d'avoine"", 'flocons de fruits', 'farines de céréales', 'froment', 'seigle', 'orge', 'pommes', 'pulpe de datte 2', 'tunisie', 'purée de bananes 2', 'costa rica', 'flocons de pomme', 'autriche']",Naturaplan : Porridge : Frucht : ohne Zuckerzusatz
4694,63.0,306.0,2.0,3.0,7610200226860,['figues'],Migros Bio : Feigen : getrocknet
4696,56.0,548.0,32.0,8.0,7613331610812,"['sucre caramélisé', 'sucre de canne', 'argentine', 'beurre de cacao', 'république dominicaine', 'amandes', 'noisettes', 'lait entier en poudre', 'cacao en pâte', 'sirop de glucose', 'graisse de palme', 'lait écrémé en poudre', 'gousses de vanille moulues']",Naturaplan : Croquants : Mandel-Haselnuss-Caramel
4697,,,,,7610848046653,"['café torréfié', 'amérique centrale et amérique du sud', ""afrique de l'est""]",Jubilor : gemahlen
4698,6.8,61.0,2.7,1.6,8076809523653,"['pulpe de tomates', 'concentré de tomates 13', 'oignons', 'huile de tournesol', 'basilic', 'sucre', 'sel', 'arôme naturel']",Barilla : Basilico
4699,1.0,256.0,23.0,12.0,7610807022346,"['viande de veau', 'lait', 'homogénéisé', 'pasteurisé', 'lard', 'viande de porc', 'couennes', 'sel de cuisine iodé', 'épices', 'stabilisant', 'e331', 'dextrose', 'sucre']",Naturaplan : Kalbsbratwurst
4700,0.5,222.0,19.0,13.0,7610807022322,"['viande de porc', 'glace', 'viande de boeuf', 'lard', 'couennes', 'sel nitrité', 'sel de cuisine', 'conservateur', 'e250', 'épices', 'acidifiant', 'e331', 'sucre', 'jus de citron', 'sel de cuisine iodé']",Naturaplan bio : Cervelas
4701,72.0,435.0,12.0,7.9,7622210514967,"['farine de blé 73', 'sucre', 'beurre 13', 'lait écrémé en poudre 1', 'sel', 'poudre à lever', ""carbonate acide d'ammonium"", 'carbonate acide de sodium', ""correcteur d'acidité"", 'acide citrique', 'arôme']",LU : Petit Beurre
4702,95.0,387.0,0.0,0.0,7610167650012,"['composition par pastille', '1', '5g', '2', ""6mg extrait de lichen d'islande"", 'sucre', 'gélifiant', 'gomme arabique', '17', '8mg réglisse', 'sirop de sucre caramélisé', 'gélatine alimentaire', ""essences d'anis étoilé et de menthe"", 'arômes', 'et autres excipientes']",Isländisch-Moos-Tabletten
4703,23.0,270.0,18.0,3.5,7617400040029,"['lait entier', 'sucre', 'crème', 'graisse de coco', 'sirop de glucose', 'fructose', 'lait écrémé en poudre', 'cacao maigre', 'beurre de cacao', 'émulsifiant', 'e471', 'stabilisants', 'farine de graines de caroube et e407', 'extrait de vanille', 'arômes', 'colorant', 'e101']",Vanille : Rahmglace
4704,44.0,532.0,32.0,13.0,4006084005500,"['sésame', 'sirop de maltose', ""d'amidon de maïs"", 'sucre de canne', 'miel']",MIGROS BIO Sesam-Krokant Riegel
4706,61.0,364.0,4.5,14.0,7610827778063,"['flocons de céréales', 'avoine', 'orge', 'malt de froment', 'épeautre', 'raisins sultanines', 'raisins sultanines', 'huile de coton', 'flocons de soja', 'morceaux de pomme', 'avec conservateur', 'e220', 'sulfite', 'corn flakes', 'maïs', 'sel de cuisine', ""malt d'orge"", 'préparation à base de riz extrudé', 'riz', ""farine de coeur d'avoine"", 'germes de blé', ""extrait de malt d'orge"", 'sel de cuisine']",WeightWatchers : Birchermüesli Extra : ohne Zuckerzusatz
4707,19.0,83.0,0.5,0.5,7613312033791,"['pulpe de mangue', 'jus de pomme concentré', ""fibres d'agrumes""]",Fruit Ice : Mango
4708,44.0,541.0,33.0,15.0,4004980530102,"['noix de cajou', 'cacahuètes', 'sucre', 'miel', 'huile végétale', 'tournesol', 'palme', 'épaississant', 'e414', 'sel', 'sirop de glucose', 'colorant', 'e150c']",Ültje : Cashew Erdnuss Mix
4709,69.6,474.0,19.1,5.3,7312220011272,"['farine de blé', 'sucre', 'huiles végétales', 'palme', 'colza', 'noix de coco', 'sirop de sucre inverti', 'sel', 'poudre à lever', 'carbonate acide de sodium', 'cannelle', 'gingembre', 'clou de girofle']",Annas : Original Ginger Thins
4711,10.6,42.0,0.0,0.1,7613034556110,"['eau', 'sucre', 'jus de pamplemousse à base de concentré', 'acide carbonique', 'acidifiant', 'acide citrique', ""correcteur d'acidité"", 'citrates de sodium', 'épaississants', 'gomme arabique', 'pectines', 'farine de', 'graines de caroube', 'antioxydant', 'acide ascorbique', 'arôme', 'stabilisant', 'esters glycériques de résine de bois', 'conservateur', 'sorbate de potassium']","Romanette : Limonade, grapefruit"
4717,63.0,397.0,9.0,11.0,7610818538782,"['flocons de céréales', 'avoine', 'orge', 'épeautre', 'sucre brut', 'noisettes grillées 3', 'graines de tournesol', 'flocons de miel', 'flocons de céréales', 'froment', 'seigle', 'orge', 'miel', 'morceaux de pomme 2']",Birchermüesli Classic
4718,2.0,502.0,40.0,22.0,7613331155160,['graines de lin'],Leinsamen geschrotet
4720,11.0,44.0,0.0,0.0,7613269357438,"['sucre', 'eau', 'acidifiant', 'acide citrique', 'extraits de thé noir', '0', 'jus de pêche à partir de concentré', 'arôme', 'conservateur', 'e202', 'antioxydant', 'acide ascorbique']",Sirup Ice Tea Peach
4721,66.0,383.0,6.0,11.0,7610827331657,"['flocons de céréales', 'avoine', 'froment', 'orge', 'raisins sultanines', 'raisins sultanines', 'huile de coton', 'corn flakes', 'maïs', 'sel de cuisine', ""malt d'orge"", 'noisettes grillées', 'morceaux de pomme']",PrixGarantie : Birchermüesli
4724,11.0,679.0,63.0,14.0,4008258130018,['cerneaux de noix'],Seeberger Walnusskerne
4726,2.0,502.0,40.0,22.0,7610848693208,['graines de lin bio'],Naturaplan : Leinsamen
4727,64.0,388.0,7.0,12.0,7610809017524,"['avoine bio', 'finlande']",Naturaplan : Hafernüssli
4728,65.0,358.0,6.0,11.0,7610848616610,"[""flocons d'avoine"", 'flocons de blé', 'flocons de fruits', 'farine complète', 'blé', 'seigle', 'orge', 'pulpe de dattes 4', 'pommes', 'purée de bananes', 'flocons de millet', 'raisins secs', 'avec huile de tournesol', ""flocons d'orge"", 'noisettes rôties', 'amandes rôties']",Naturaplan : Bio Bircher : Müesli
4729,11.0,44.0,0.0,0.0,7613269356035,"['sucre', 'jus et purée de pêche à partir de concentré', 'eau', 'acidifiant', 'acide citrique', 'arômes', 'conservateur', '202', 'antioxydant', 'schwefeldioxid']",Sirup Pfirsich
4733,29.0,330.0,16.0,15.0,7616700016710,"['farine de blé', 'eau', 'soja broyé', 'noix', 'noisettes', 'graines de tournesol 4', 'levure', 'protéine de blé', 'sel de cuisine iodé', ""farine de malt d'orge"", 'acidifiant', 'e263', 'agent de traitement de la farine', 'acide ascorbique']",Goumet-Brot
4734,71.7,1359.0,2.0,12.0,8076809523752,"['semoule de blé dur', 'épinards déshydratés en poudre', '2', 'eau']",Barilla : Collezione : Teigwaren aus hartweizengriess mit Spinat
4735,58.0,376.0,7.0,14.0,7610827335921,"[""flocons d'avoine""]",PrixGarantie : Vollkorn-Haferflöckli
4739,62.0,497.0,24.0,7.0,7617400030129,"['farine de blé', 'huiles végétales', 'palme', 'colza', 'sucre', 'noisettes 4', 'arômes naturels', 'oeuf entier en poudre', ""d'élevage au sol"", 'poudre à lever', 'e500', 'sel de cuisine', 'épice', ""malt d'orge""]",Midor : Meilener Rollen
4742,51.0,555.0,35.0,8.0,7616500654747,"['sucre', 'lait entier en poudre', 'beurre de cacao', 'pâte de cacao', 'noisettes moulues', 'émulsifiant', 'lécithine de soja', 'arôme']",
4744,50.0,259.0,0.9,11.0,7616700027365,"['farine mi', 'blanche de blé', 'eau', 'protéine de blé', 'sel de cuisine iodé', 'levure', ""farine de malt d'orge"", 'agent de traitement de la farine', 'acide ascorbique']",Halbweissbrot
4745,21.0,89.0,0.5,0.5,7613312033753,"['pulpe de fraises', 'jus de pomme concentré', ""fibres d'agrumes""]",Fruit Ice : Strawberry
4746,52.0,215.0,0.5,0.8,27004753,"['cerises noires', 'sucre', 'acidifiant', 'acide citrique', 'gélifiant', 'pectine']",Favorit : Schweizer Kirschen
4748,70.0,411.0,9.0,9.0,7610809057308,"['flocons de céréales complètes', 'avoine', 'finlande', 'etats', 'unis', 'froment', 'raisins sultanines', 'raisins sultanines', 'huile de tournesol', 'mélange de céréales extrudées', 'riz', 'maïs', 'sucre de canne', 'farines de céréales', 'froment', 'seigle', 'orge', 'sucre', ""malt d'orge"", 'sel de cuisine', 'corn flakes', 'maïs', 'sel de cuisine', 'concentré de jus de pomme', 'émulsifiant', 'e322 de soja', 'farines de céréales', 'froment', 'seigle', 'huile de tournesol', 'sucre de canne', 'brésil', ""flocons d'épeautre"", 'épeautre', 'sucre de canne brut', 'sel de cuisine', ""malt d'orge"", 'émulsifiant', 'e322 de soja', 'sucre', 'pommes', 'amandes', 'miel', 'sel de cuisine']",Naturaplan : Knuspermüesli : mit Äpfeln
4749,59.0,462.0,19.0,10.0,7610807165197,"['flocons de céréales', 'avoine', 'froment', 'sucre', 'huile de tournesol', 'raisins secs', 'raisins secs', 'huiles végétales', 'coton', 'tournesol', 'noix de coco en poudre', ""farine d'avoine"", 'noisettes 2', 'miel', 'germes de blé', 'cannelle', 'sel de cuisine', 'arôme']",Crunch Müesli : Nature
4751,62.0,471.0,20.0,8.0,7610807165173,"[""flocons d'avoine"", 'sucre', 'huile de tournesol', 'riz extrudé', 'farines de céréales', 'riz', 'froment', 'sucre', 'farine de malt de froment', 'sel de cuisine', 'sucre caramélisé', 'produit à base de céréales fourré', 'farines de céréales', 'froment', 'avoine', 'semoule de riz', 'sucre', 'chocolat en poudre', 'sucre', 'cacao en poudre', 'beurre de cacao', 'son de froment', 'noisettes', 'lait écrémé en poudre', 'sel de cuisine', 'émulsifiant', 'e322', 'antioxydant', 'e306', 'éclats de chocolat au lait', 'sucre', 'lait entier en poudre', 'beurre de cacao', 'cacao en pâte', 'lactose', 'lait écrémé en poudre', 'émulsifiant', 'e322 de soja', 'arôme', 'noix de coco en poudre', ""farine d'avoine"", 'miel', 'cacao en poudre', 'sel de cuisine', 'arôme']",Crunch Müesli : mit Schokoladensplitter
4752,11.0,44.0,0.0,0.0,7613269355878,"['sucre', 'jus de fraise à partir de concentré', 'eau', 'arôme naturel de fraise', 'jus de fruit colorant', 'sureau', 'acidifiant', 'acide citrique', 'conservateur', 'e202', 'antioxydant', 'dioxyde de soufre']",Sirup Erdbeer
4755,52.0,367.0,14.0,7.0,8005190401561,"['farine de blé', 'raisins secs', 'eau', 'beurre', ""écorces d'agrumes confites"", ""écorces d'oranges et de cédrat confits"", 'sirop de glucose et de fructose', 'sucre', 'sucre', ""jaune d'œuf"", ""d'œufs d'élevage au sol"", 'levure', 'sirop de sucre inverti', 'émulsifiant', 'e471', 'lait entier 0', 'sel de cuisine', 'arômes naturels', 'peut contenir', 'amandes', 'noisettes', 'soja']",MAINA Il Gran Panettone RICETTA TRADIZIONALE
4759,34.0,153.0,2.5,1.5,7616800812359,"['marrons', 'eau', 'sucre', 'sel de cuisine', 'antioxydant', 'acide ascorbique', 'arôme', 'avec lactose et protéine de lait']",Vermicelles : Maronenzubereitung
4760,,,,,7610809107560,"['thé vert', 'chine']",Green Tea : nature
4761,57.0,252.0,0.5,0.9,7610200082046,"['pommes', 'antioxygène', 'dioxyde de soufre']",Apfelstücke : Getrocknet
4762,77.0,345.0,0.5,2.5,7610200313270,"['ananas', 'fécule de pommes de terre', 'agent conservateur', 'e223']",Sun Queen : Ananasringe : Getrocknet
4763,46.0,485.0,27.0,10.0,7613269283751,"['amandes', 'ananas', 'sucre', 'myrtilles', 'morceaux de noix de coco', 'huile de tournesol', 'amidon de pommes de terre', 'antioxygène', 'dioxyde de soufre']",Sun Queen : Exotic Island
4764,54.0,247.0,0.5,3.0,7617027017527,"['pruneaux séchés', 'eau', 'fructose', 'acidifiant', 'acide citrique']",Sun Queen : Soft Fruit : Pflaumen getrocknet entsteint
4765,24.2,155.0,4.5,4.3,7610100022890,"['lait écrémé', 'chocolat en poudre', 'sucre', 'poudre de cacao', 'crème entière', 'sucre', 'amidon modifié de maïs', 'amidon de maïs', 'épaississant', 'gomme guar', ""correcteur d'acidité"", 'phosphates de sodium']",Nestle : Stalden : chocolat
4766,60.0,418.0,11.0,19.0,7613312015339,"['farine de blé 67', 'lait entier en poudre', 'oeuf entier en poudre', 'élevage au sol', 'sel de cuisine iodé', 'lactose', 'huile de colza', 'épice']",Crêpes Mix
4768,48.6,332.0,1.4,25.1,3250390004639,['lentilles vertes'],Saint Eloi : Lentilles Vertes
4769,41.0,498.0,30.0,12.0,7613312003947,"['amandes', 'raisins secs enrobés de chocolat', 'raisins secs', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant', 'lécithine de soja', 'arôme', 'sirop de glucose', 'épaississant', 'gomme arabique', 'mangue', 'pistaches', 'sel de cuisine', 'antioxygène', 'dioxyde de soufre', 'amidon de pommes de terre']","Sun Queen : Snack Up : Chocolate, Nuts, Fruit"
4770,93.0,392.0,0.5,5.0,7610449007206,"['sucre', ""blanc d'oeufs"", ""d'élevage au sol"", 'jus de citron']",Eclair : Meringues artisanales
4771,55.0,253.0,0.5,3.5,7610200010322,"['abricots', 'antioxygène', 'dioxyde de soufre']",Sun Queen : Aprikosen
4772,67.0,297.0,0.5,2.0,7610200010339,['dattes'],Sun Queen : Datteln : getrocknet
4773,63.0,306.0,2.0,3.0,7610200010346,['figues'],Sun Queen : Feigen : getrocknet
4774,41.0,198.0,2.5,1.5,76168734,"['marrons', 'sucre', 'eau', 'huile de palme', 'huile de colza', 'émulsifiant', 'e471', 'arôme', 'avec lactose et protéine de lait', 'acidifiant', 'acide citrique', 'épaississant', 'e406']",Patissier : Vermicelles
4775,47.0,404.0,21.0,6.0,7613312037751,"['farine de blé', 'sucre', 'amidon', 'maïs', 'riz', 'préparation de cacao', 'sucre', 'cacao maigre en poudre', 'acidifiant', 'e450', 'poudre à lever', 'e500', 'émulsifiants', 'e471 et e475', 'arôme', 'sel de cuisine']",MBudget : Marmorkuchen : Backmischung
4776,17.0,112.0,3.5,3.0,7617400020021,"['sucre', 'amidon de maïs modifié', 'arômes', 'gélifiant', 'e407', 'glucose', 'colorants', 'e101', 'e160b']",Midor : Pudding Crème : Vanille-Aroma
4777,4.0,235.0,21.5,5.5,4000339035229,"['lait entier', 'crème', 'produits à base de lactosérum', 'de lait', 'sel', 'stabilisant', 'farine de graines de caroube', 'acidifiant', 'acide citrique']",Original Philadelphia
4779,,,,,7617400020519,"['sucre', 'gélifiant', 'pectine', 'e440', 'acidifiant', 'acide citrique', 'e330']",Patissier : Geliermittel für Konfituren und Gelées
4781,23.0,136.0,3.5,3.0,7617400020441,"['sucre', 'amidons modifiés', 'maïs', 'pommes de terre', 'maltodextrine', 'oeuf entier en poudre', ""d'élevage au sol"", 'arôme', 'colorant', 'bêta', 'carotène']",Midor : Wähenguss süss
4782,16.0,108.0,3.5,3.0,7617400020052,"['sucre', 'amidon de tapioca modifié', 'gélifiants', 'farine de graines de guar et e407', 'arôme', 'colorants', 'e101', 'e160b']",Midor : Crème Quick : Vanille-Aroma
4783,19.0,121.0,3.5,3.0,7617400020038,"['sucre', 'cacao maigre', 'amidon de mais modifié', 'gélifiant', 'e407', 'glucose', 'émulsifiant', 'lécithines de soja', 'arôme']",Midor : Pudding Crème : au Chocolat
4784,23.0,199.0,9.0,5.0,7617400020090,"['sucre', 'cacao maigre', 'huiles et graisses végétales', 'palmiste', 'palme', 'sirop de glucose déshydraté', 'émulsifiants', 'e471', 'e472b', 'e472e', 'lécithines de soja', 'gélatine', 'protéines du lait en poudre', 'gélifiant', 'farine de graines de caroube', 'lactose', 'stabilisant', 'e340', 'arôme']",Midor : Mousse : au Chocolat
4785,18.0,114.0,3.5,2.5,7617400020014,"['poudre pour poudding', 'sucre', 'amidon de maïs modifié', 'gélifiant', 'e407', 'arôme', 'colorants', 'e101', 'e160b', 'sirop de sucre caramélisé', 'sirop de glucose', 'sucre caramélisé', 'eau']",Midor : Caramel Köpfli
4786,4.5,130.0,8.0,10.0,7611100034890,"['farine de blé', 'amidon de pomme de terre', 'sel comestible iodé', 'lait écrémé en poudre', 'huile de palme', 'arôme', 'dont blé', 'dont orge', 'oignons', 'extrait de vin blanc', 'jus de citron déshydraté', 'maltodextrine', ""extrait d'épices"", 'muscade']",Knorr : Zürcher Geschnetzeltes
4790,5.0,59.0,3.4,1.5,4000400138569,"['tomates', 'poivrons', 'rouge', 'jaune vert', 'courgettes', 'concentré de tomates', 'oignons', ""huile d'olive extra vierge"", 'huile de tournesol', 'sucre', 'sel comestible', 'fines herbes', 'origan', 'romarin', 'sauge', 'feuilles de laurier', 'basilic', 'ail', 'tomates séchées', ""correcteur d'acidité acide citrique"", 'poivre noir']",BERTOLLI Primavera mit gegrilltem Gemüse
4791,1.0,501.0,55.0,0.5,7617300529013,"['burro', 'acqua', 'olio di colza', 'latticello', 'olio di girasole', 'emulsionanti', 'e471 e lecitina di girasole', 'sale da cucina', 'colorante', 'beta', 'carotene']",Valflora Soft Streichzarter Brotaufstrich aus Schweizer Butter und Rapsöl
4794,,439.0,,,7617400020281,"['sucre', 'farine de blé', 'copeaux de chocolat', 'sucre', 'pâte de cacao', 'beurre de cacao', 'émulsifiant', 'lécithines de soja', 'noisettes', 'amidon de blé', 'farine de blé de gonflement', 'poudres à lever', 'e450', 'e500', 'sel de cuisine', 'arôme', ""malt d'orge""]",Homemade : Tiroler Cake
4797,62.0,471.0,21.0,6.0,5053827116244,"[""flocons d'avoine"", 'fruits secs', 'raisins secs', 'noix de coco', 'banane en morceaux', 'banane', 'huile de noix de coco', 'sucre', 'arôme', 'morceaux de fruits sucrés aux airelles', 'cranberries', 'sucre', 'pomme', 'conservateur', 'dioxyde de soufre', 'sucre', 'huile de palme', 'farine de blé', 'mélasse', 'sel', ""extrait de malt d'orge"", 'cannelle', 'vitamines', 'niacine', 'b6', 'b2', 'b1', 'acide folique', 'et fer']",Kellogg's : Crunchy Müsli : Fruit
